,球员,号码,出场时间,首发,2分中-投,3分中-投,罚球中-投,进攻篮板,防守篮板,助攻,犯规,抢断,失误,盖帽,扣篮,被侵,快攻,得分,Game_ID,球队
4830,亚布塞莱,13,25,0,5-7(71%),2-5(40%),1-1(100%),0,3,1,2,1,2,2,1,4,0/0,17,2019202000132,同曦
4831,卢伟,12,17,0,0-2(0%),1-1(100%),1-2(50%),0,0,2,4,1,0,0,0,1,0/0,4,2019202000132,同曦
4832,于长春,6,19,0,1-2(50%),0-3(0%),1-2(50%),1,1,0,5,0,0,1,0,2,0/0,3,2019202000132,同曦
4833,买尔丹,33,11,0,1-1(100%),0-0(0%),0-0(0%),0,1,0,4,0,0,0,0,2,0/0,2,2019202000132,同曦
4834,孙思尧,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,同曦
4835,乔文瀚,9,8,0,0-0(0%),0-0(0%),0-0(0%),1,0,1,1,0,0,0,0,0,0/0,0,2019202000132,同曦
4836,冯欣,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,同曦
4837,李泓澎,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,同曦
4838,李盛东,77,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,同曦
4839,王睿,21,1,0,0-0(0%),0-1(0%),0-0(0%),0,0,0,0,0,0,0,0,1,0/0,0,2019202000132,同曦
4840,张韩,29,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,同曦
4841,李柏润,5,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,同曦
4842,同曦,--,--,--,38-53(72%),9-24(38%),16-19(84%),9,28,24,26,6,17,8,7,22,0/0,119,2019202000132,同曦
4843,邓蒙,12,38,1,6-11(55%),2-11(18%),14-18(78%),3,2,9,0,4,3,1,0,10,0/0,32,2019202000132,浙江
4844,张大宇,24,41,1,11-18(61%),0-0(0%),0-2(0%),6,7,0,4,2,1,0,0,3,0/0,22,2019202000132,浙江
4845,吴前,33,29,1,2-5(40%),1-3(33%),5-6(83%),1,1,5,3,1,1,0,0,4,0/0,12,2019202000132,浙江
4846,程帅澎,6,33,1,4-7(57%),0-0(0%),2-2(100%),0,0,1,2,1,0,0,0,1,0/0,10,2019202000132,浙江
4847,朱旭航,21,26,1,0-1(0%),0-2(0%),0-0(0%),1,2,1,3,0,1,1,0,0,0/0,0,2019202000132,浙江
4848,兰兹博格,1,32,0,10-17(59%),1-3(33%),7-7(100%),2,1,1,4,0,1,1,2,5,0/0,30,2019202000132,浙江
4849,赖俊豪,17,25,0,3-3(100%),0-0(0%),4-6(67%),1,4,1,5,0,0,0,2,3,0/0,10,2019202000132,浙江
4850,白杰,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,浙江
4851,陆文博,8,6,0,0-0(0%),0-0(0%),0-0(0%),0,1,0,1,0,0,0,0,0,0/0,0,2019202000132,浙江
4852,王奕博,15,3,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,1,0,0,0,0,0/0,0,2019202000132,浙江
4853,林孝天,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,浙江
4854,李耀强,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,浙江
4855,付磊,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,浙江
4856,刘泽一,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,浙江
4857,孙岩松,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,浙江
4858,王仔路,23,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,浙江
4859,鞠鹏,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,浙江
4860,张正昕,28,2,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,浙江
4861,刘育辰,30,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000132,浙江
4862,浙江,--,--,--,36-62(58%),4-19(21%),32-41(78%),14,18,18,22,9,7,3,4,26,0/0,116,2019202000132,浙江
4863,赵岩昊,25,32,1,4-8(50%),4-9(44%),8-9(89%),0,1,2,3,5,0,1,0,7,0/0,28,2019202000133,广厦
4864,胡金秋,21,20,1,5-6(83%),0-0(0%),2-3(67%),1,2,0,1,2,0,2,0,3,0/0,12,2019202000133,广厦
4865,艾伦-杰克逊,6,36,1,3-6(50%),0-1(0%),5-6(83%),1,2,13,1,1,3,0,0,7,0/0,11,2019202000133,广厦
4866,苏若禹,5,33,1,4-7(57%),0-0(0%),1-2(50%),3,6,0,4,4,5,1,0,3,0/0,9,2019202000133,广厦
4867,刘铮,11,20,1,2-4(50%),0-0(0%),2-2(100%),0,1,4,3,2,2,0,0,3,0/0,6,2019202000133,广厦
4868,孙铭徽,17,27,0,7-11(64%),3-5(60%),1-2(50%),0,6,3,1,3,1,0,1,2,0/0,24,2019202000133,广厦
4869,赵天熠,15,28,0,4-7(57%),0-0(0%),1-4(25%),1,3,1,4,0,0,0,0,2,0/0,9,2019202000133,广厦
4870,朱俊龙,23,6,0,0-0(0%),1-1(100%),0-0(0%),0,2,0,0,0,0,0,0,0,0/0,3,2019202000133,广厦
4871,原晨云,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,广厦
4872,法里德,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,广厦
4873,杜金伦,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,广厦
4874,吴羽佳,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,广厦
4875,赵嘉义,35,1,0,0-0(0%),0-1(0%),0-0(0%),0,1,0,0,0,0,0,0,0,0/0,0,2019202000133,广厦
4876,李金效,13,12,0,0-1(0%),0-0(0%),0-0(0%),1,1,0,3,0,0,3,0,0,0/0,0,2019202000133,广厦
4877,李京龙,9,20,0,0-2(0%),0-5(0%),0-0(0%),0,1,0,3,0,2,0,0,0,0/0,0,2019202000133,广厦
4878,赵嘉仁,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,广厦
4879,广厦,--,--,--,29-52(56%),8-22(36%),20-28(71%),7,26,23,23,17,13,7,1,27,0/0,102,2019202000133,广厦
4880,时德帅,23,42,1,3-7(43%),3-6(50%),4-4(100%),2,11,4,3,3,2,1,0,3,0/0,19,2019202000133,天津
4881,马尔科-托多罗维奇,19,32,1,4-9(44%),1-2(50%),4-6(67%),1,9,3,4,2,5,1,0,5,0/0,15,2019202000133,天津
4882,史仪,22,33,1,1-2(50%),4-8(50%),0-1(0%),0,2,6,1,2,3,0,0,4,0/0,14,2019202000133,天津
4883,金鑫,10,19,1,1-1(100%),0-1(0%),2-3(67%),2,2,1,3,0,1,0,0,3,0/0,4,2019202000133,天津
4884,刘帅,12,14,1,0-0(0%),0-3(0%),0-0(0%),0,0,1,2,0,2,0,0,0,0/0,0,2019202000133,天津
4885,查森-兰德尔,25,33,0,5-6(83%),2-7(29%),2-2(100%),0,3,6,5,0,5,1,0,4,0/0,18,2019202000133,天津
4886,孟子凯,1,31,0,5-10(50%),1-3(33%),2-3(67%),2,3,0,3,1,2,0,3,4,0/0,15,2019202000133,天津
4887,田雨,16,17,0,1-1(100%),1-2(50%),0-0(0%),1,0,2,3,1,3,0,0,0,0/0,5,2019202000133,天津
4888,田野,17,11,0,0-0(0%),1-1(100%),0-0(0%),0,2,1,2,1,0,0,0,0,0/0,3,2019202000133,天津
4889,刘伟,21,3,0,0-0(0%),0-1(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2019202000133,天津
4890,李荣培,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,天津
4891,张云梦,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,天津
4892,何思雨,20,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,天津
4893,韩博林,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,天津
4894,高森堡,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,天津
4895,潘宁,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,天津
4896,孟祥龙,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,天津
4897,栾晓君,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,天津
4898,关健,68,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,天津
4899,张智涵,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000133,天津
4900,天津,--,--,--,20-36(56%),13-34(38%),14-19(74%),8,32,24,27,10,23,3,3,23,0/0,93,2019202000133,天津
4901,陈林坚,15,28,1,5-9(56%),8-12(67%),2-2(100%),3,3,4,3,2,2,1,0,2,0/0,36,2019202000134,福建
4902,泰-劳森,1,33,1,10-16(63%),4-6(67%),2-4(50%),1,7,6,1,4,2,0,0,6,0/0,34,2019202000134,福建
4903,王哲林,31,23,1,4-10(40%),1-3(33%),0-2(0%),4,8,1,4,3,3,0,1,4,0/0,11,2019202000134,福建
4904,黄毅超,14,19,1,1-2(50%),1-4(25%),0-0(0%),0,2,2,5,1,2,0,0,0,0/0,5,2019202000134,福建
4905,孙椿棚,13,22,1,0-1(0%),0-0(0%),0-2(0%),2,2,1,2,0,0,0,0,2,0/0,0,2019202000134,福建
4906,阿玛尔-斯塔德迈尔,32,25,0,7-10(70%),0-0(0%),2-4(50%),4,8,1,4,0,4,1,1,4,0/0,16,2019202000134,福建
4907,何重达,11,24,0,2-2(100%),1-1(100%),0-0(0%),0,3,2,1,0,1,1,0,0,0/0,7,2019202000134,福建
4908,卡米然斯地克江,3,26,0,0-2(0%),2-4(50%),0-0(0%),1,2,0,1,0,0,0,0,1,0/0,6,2019202000134,福建
4909,胡珑贸,10,18,0,1-1(100%),1-2(50%),1-2(50%),1,1,2,4,1,0,0,0,1,0/0,6,2019202000134,福建
4910,李江淮,5,3,0,1-1(100%),0-0(0%),0-0(0%),1,0,0,0,0,0,0,0,0,0/0,2,2019202000134,福建
4911,谢亚财,19,14,0,0-2(0%),0-0(0%),1-2(50%),1,0,1,1,1,1,0,0,2,0/0,1,2019202000134,福建
4912,刘洺宇,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000134,福建
4913,徐铭智,0,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000134,福建
4914,曹飞,29,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000134,福建
4915,王润锋,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000134,福建
4916,刁成灏,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000134,福建
4917,孙喆,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000134,福建
4918,汤杰,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000134,福建
4919,福建,--,--,--,31-56(55%),18-32(56%),8-18(44%),18,36,20,26,12,15,3,2,22,0/0,124,2019202000134,福建
4920,王潼,25,17,1,5-7(71%),0-0(0%),3-4(75%),0,4,0,1,2,2,0,2,2,0/0,13,2019202000134,上海
4921,莫泰尤纳斯,12,32,1,2-7(29%),1-5(20%),4-8(50%),6,10,4,4,3,3,0,0,9,0/0,11,2019202000134,上海
4922,蔡亮,1,13,1,0-0(0%),2-4(50%),0-0(0%),0,1,0,1,0,0,1,0,3,0/0,6,2019202000134,上海
4923,施宇晨,11,12,1,0-2(0%),1-1(100%),0-0(0%),2,0,6,3,2,2,0,0,0,0/0,3,2019202000134,上海
4924,罗旭东,13,16,1,0-2(0%),0-2(0%),0-2(0%),0,1,0,1,0,4,0,0,1,0/0,0,2019202000134,上海
4925,雷-麦卡勒姆,22,35,0,6-15(40%),5-7(71%),4-5(80%),3,3,3,4,2,1,0,1,5,0/0,31,2019202000134,上海
4926,李根,3,29,0,4-5(80%),0-4(0%),2-2(100%),2,0,1,2,0,1,0,0,2,0/0,10,2019202000134,上海
4927,罗汉琛,33,24,0,3-10(30%),0-1(0%),3-4(75%),0,1,0,2,0,1,0,0,2,0/0,9,2019202000134,上海
4928,董瀚麟,10,33,0,3-7(43%),0-0(0%),1-2(50%),2,3,0,3,3,2,1,0,2,0/0,7,2019202000134,上海
4929,颜鹏,0,3,0,0-0(0%),0-0(0%),0-0(0%),0,2,0,0,0,0,0,0,0,0/0,0,2019202000134,上海
